1,0.693147
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
2,0
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
2,0
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
2,0
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
2,0
1,0.693147
2,0
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
2,0
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
2,0
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
2,0
2,0
2,0
2,0
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
2,0
2,0
2,0
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
2,0
2,0
2,0
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
2,0
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
2,0
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
2,0
2,0
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
2,0
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
1,0.693147
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
2,0
1,0.693147
1,0.693147
2,0
1,0.693147
2,0
2,0
2,0
2,0
1,0.693147
1,0.693147
1,0.693147
